,number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,closed_code,resolved_by,resolved_at,closed_at,resolution_time,categoria_num
112331,INC0027214,Closed,False,1,0,6,True,Caller 4397,Opened by  55,8/5/2016 15:41,908,14/5/2016 16:07,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 84,False,True,Do Not Notify,code 11,Resolved by 77,9/5/2016 15:28,14/5/2016 16:07,23.783333333333335,42.0
112344,INC0027215,Closed,False,5,0,13,True,Caller 603,Opened by  47,8/5/2016 15:42,908,15/5/2016 09:07,Phone,Location 143,Category 53,Subcategory 153,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,False,True,Do Not Notify,code 6,Resolved by 71,10/5/2016 08:24,15/5/2016 09:07,40.7,53.0
112347,INC0027216,Closed,False,0,0,2,True,Caller 4250,Opened by  55,8/5/2016 16:52,908,13/5/2016 17:07,Phone,Location 143,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,False,True,Do Not Notify,code 6,Resolved by 27,8/5/2016 16:56,13/5/2016 17:07,0.06666666666666667,32.0
112352,INC0027217,Closed,False,0,0,4,True,Caller 5334,Opened by  168,8/5/2016 17:29,908,16/5/2016 15:07,Phone,Location 161,Category 57,Subcategory 166,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,False,True,Do Not Notify,code 6,Resolved by 81,11/5/2016 14:42,16/5/2016 15:07,69.21666666666667,57.0
112361,INC0027218,Closed,False,1,0,8,False,Caller 4475,Opened by  58,8/5/2016 19:01,908,13/5/2016 21:07,Phone,Location 108,Category 46,Subcategory 223,2 - Medium,1 - High,2 - High,Group 37,Resolver 133,False,True,Do Not Notify,code 6,Resolved by 202,8/5/2016 20:11,13/5/2016 21:07,1.1666666666666667,46.0
112365,INC0027220,Closed,False,0,0,3,True,Caller 2445,Opened by  221,8/5/2016 19:11,908,13/5/2016 20:07,Phone,Location 165,Category 53,Subcategory 168,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,code 9,Resolved by 103,8/5/2016 20:01,13/5/2016 20:07,0.8333333333333334,53.0
112368,INC0027221,Closed,False,0,0,2,True,Caller 1855,Opened by  58,8/5/2016 19:46,908,13/5/2016 21:07,Phone,Location 161,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,8/5/2016 20:18,13/5/2016 21:07,0.5333333333333333,9.0
112371,INC0027222,Closed,False,0,0,2,True,Caller 1855,Opened by  58,8/5/2016 19:58,908,13/5/2016 21:07,Phone,Location 161,Category 26,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,8/5/2016 20:36,13/5/2016 21:07,0.6333333333333333,26.0
112374,INC0027223,Closed,False,0,0,2,True,Caller 4605,Opened by  58,8/5/2016 20:58,908,13/5/2016 21:07,Phone,Location 204,Category 57,Subcategory 170,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,8/5/2016 21:06,13/5/2016 21:07,0.13333333333333333,57.0
112380,INC0027227,Closed,False,1,0,6,False,Caller 4475,Opened by  58,8/5/2016 21:10,908,14/5/2016 19:07,Phone,Location 108,Category 46,Subcategory 223,2 - Medium,1 - High,2 - High,Group 57,Resolver 234,False,True,Do Not Notify,code 6,Resolved by 213,9/5/2016 18:42,14/5/2016 19:07,21.533333333333335,46.0
112387,INC0027228,Closed,False,0,0,6,True,Caller 845,Opened by  58,8/5/2016 21:45,908,14/5/2016 15:07,Phone,Location 108,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 14:44,14/5/2016 15:07,16.983333333333334,9.0
112390,INC0027229,Closed,False,0,0,2,True,Caller 960,Opened by  58,8/5/2016 22:09,908,15/5/2016 11:07,Phone,Location 108,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,True,Do Not Notify,code 6,Resolved by 177,10/5/2016 10:49,15/5/2016 11:07,36.666666666666664,46.0
112394,INC0027230,Closed,False,0,0,3,True,Caller 2708,Opened by  58,8/5/2016 22:30,908,13/5/2016 23:07,Phone,Location 204,Category 26,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,8/5/2016 22:54,13/5/2016 23:07,0.4,26.0
112398,INC0027231,Closed,False,1,0,3,True,Caller 845,Opened by  58,8/5/2016 22:58,908,13/5/2016 23:07,Phone,Location 108,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,False,True,Do Not Notify,code 6,Resolved by 29,8/5/2016 23:00,13/5/2016 23:07,0.03333333333333333,23.0
112402,INC0027232,Closed,False,0,0,3,True,Caller 1780,Opened by  8,9/5/2016 00:01,908,14/5/2016 11:07,Phone,Location 143,Category 46,Subcategory 94,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,False,True,Do Not Notify,code 6,Resolved by 197,9/5/2016 10:55,14/5/2016 11:07,10.9,46.0
112405,INC0027234,Closed,False,0,0,2,True,Caller 1451,Opened by  397,9/5/2016 00:14,908,14/5/2016 01:07,Phone,Location 143,Category 40,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 191,False,True,Do Not Notify,code 7,Resolved by 174,9/5/2016 00:19,14/5/2016 01:07,0.08333333333333333,40.0
112409,INC0027235,Closed,False,0,0,3,True,Caller 2172,Opened by  463,9/5/2016 00:15,908,14/5/2016 01:07,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 218,False,True,Do Not Notify,code 7,Resolved by 199,9/5/2016 00:19,14/5/2016 01:07,0.06666666666666667,46.0
112415,INC0027236,Closed,False,2,0,5,False,Caller 2650,Opened by  94,9/5/2016 01:28,908,8/6/2016 17:07,Phone,Location 161,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,3/6/2016 16:28,8/6/2016 17:07,615.0,26.0
112423,INC0027237,Closed,False,4,0,8,False,Caller 97,Opened by  8,9/5/2016 01:41,908,15/5/2016 14:10,Phone,Location 51,Category 46,Subcategory 251,1 - High,2 - Medium,2 - High,Group 55,Resolver 84,False,True,Do Not Notify,code 8,Resolved by 77,10/5/2016 14:07,15/5/2016 14:10,36.43333333333333,46.0
112428,INC0027238,Closed,False,1,0,4,True,Caller 5457,Opened by  397,9/5/2016 02:39,908,14/5/2016 11:07,Phone,Location 204,Category 37,Subcategory 285,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,True,Do Not Notify,code 6,Resolved by 76,9/5/2016 10:24,14/5/2016 11:07,7.75,37.0
112431,INC0027239,Closed,False,1,0,2,True,Caller 5457,Opened by  397,9/5/2016 02:44,908,14/5/2016 11:07,Phone,Location 204,Category 37,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,True,Do Not Notify,code 6,Resolved by 76,9/5/2016 10:25,14/5/2016 11:07,7.683333333333334,37.0
112435,INC0027240,Closed,False,0,0,3,True,Caller 3010,Opened by  463,9/5/2016 03:40,908,14/5/2016 05:07,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 218,False,True,Do Not Notify,code 7,Resolved by 199,9/5/2016 04:26,14/5/2016 05:07,0.7666666666666667,26.0
112440,INC0027242,Closed,False,0,0,4,True,Caller 4960,Opened by  94,9/5/2016 05:14,908,14/5/2016 12:07,Phone,Location 161,Category 9,Subcategory 202,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 5,Resolved by 227,9/5/2016 11:41,14/5/2016 12:07,6.45,9.0
112444,INC0027243,Closed,False,0,0,4,True,Caller 1904,Opened by  180,9/5/2016 06:24,908,15/5/2016 08:07,Phone,Location 188,Category 46,Subcategory 191,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,False,True,Do Not Notify,code 6,Resolved by 69,10/5/2016 08:05,15/5/2016 08:07,25.683333333333334,46.0
112448,INC0027246,Closed,False,0,0,3,True,Caller 4972,Opened by  17,9/5/2016 06:55,908,14/5/2016 14:07,Phone,Location 143,Category 19,Subcategory 163,2 - Medium,2 - Medium,3 - Moderate,Group 61,Resolver 225,False,True,Do Not Notify,code 6,Resolved by 204,9/5/2016 13:20,14/5/2016 14:07,6.416666666666667,19.0
112455,INC0027247,Closed,False,1,0,14,False,Caller 360,Opened by  17,9/5/2016 07:18,908,11/6/2016 17:07,Phone,Location 96,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 132,False,True,Do Not Notify,code 8,Resolved by 198,6/6/2016 16:49,11/6/2016 17:07,681.5166666666667,26.0
112471,INC0027249,Closed,False,4,0,16,False,Caller 4094,Opened by  131,9/5/2016 07:40,908,22/5/2016 11:10,Phone,Location 204,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 115,False,True,Do Not Notify,code 9,Resolved by 103,17/5/2016 11:07,22/5/2016 11:10,195.45,26.0
112477,INC0027250,Closed,False,2,0,5,False,Caller 4596,Opened by  501,9/5/2016 07:52,908,8/6/2016 17:07,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 233,False,True,Do Not Notify,code 6,Resolved by 212,3/6/2016 16:30,8/6/2016 17:07,608.6333333333333,26.0
112480,INC0027251,Closed,False,0,0,2,True,Caller 4901,Opened by  17,9/5/2016 07:54,908,14/5/2016 09:07,Phone,Location 161,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,9/5/2016 08:38,14/5/2016 09:07,0.7333333333333333,26.0
112483,INC0027252,Closed,False,0,0,2,True,Caller 2372,Opened by  24,9/5/2016 07:57,908,14/5/2016 09:07,Phone,Location 161,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,9/5/2016 08:11,14/5/2016 09:07,0.23333333333333334,26.0
112492,INC0027254,Closed,False,0,0,10,True,Caller 4568,Opened by  17,9/5/2016 08:10,908,14/5/2016 11:07,Phone,Location 161,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 5,Resolved by 227,9/5/2016 10:55,14/5/2016 11:07,2.75,9.0
112498,INC0027255,Closed,False,0,0,7,True,Caller 4509,Opened by  17,9/5/2016 08:11,908,16/5/2016 15:07,Phone,Location 136,Category 37,Subcategory 123,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,False,True,Do Not Notify,code 7,Resolved by 67,11/5/2016 14:49,16/5/2016 15:07,54.63333333333333,37.0
112501,INC0027257,Closed,False,0,0,2,True,Caller 697,Opened by  17,9/5/2016 08:15,908,14/5/2016 09:07,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,9/5/2016 08:32,14/5/2016 09:07,0.2833333333333333,42.0
112504,INC0027258,Closed,False,0,0,2,True,Caller 1057,Opened by  17,9/5/2016 08:16,908,14/5/2016 09:07,Phone,Location 161,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,9/5/2016 08:52,14/5/2016 09:07,0.6,37.0
112509,INC0027259,Closed,False,0,0,4,True,Caller 3480,Opened by  501,9/5/2016 08:16,908,14/5/2016 11:07,Phone,Location 108,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,False,True,Do Not Notify,code 6,Resolved by 33,9/5/2016 10:58,14/5/2016 11:07,2.7,9.0
112515,INC0027260,Closed,False,2,0,6,True,Caller 1683,Opened by  131,9/5/2016 08:18,908,16/5/2016 09:07,Phone,Location 161,Category 9,Subcategory 164,3 - Low,3 - Low,4 - Low,Group 24,Resolver 24,False,True,Do Not Notify,code 5,Resolved by 22,11/5/2016 08:16,16/5/2016 09:07,47.96666666666667,9.0
112518,INC0027261,Closed,False,0,0,2,True,Caller 3490,Opened by  24,9/5/2016 08:19,908,14/5/2016 09:07,Phone,Location 204,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,9/5/2016 08:23,14/5/2016 09:07,0.06666666666666667,32.0
112522,INC0027262,Closed,False,0,0,3,True,Caller 4848,Opened by  17,9/5/2016 08:21,908,14/5/2016 09:07,Phone,Location 108,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,9/5/2016 08:30,14/5/2016 09:07,0.15,26.0
112525,INC0027263,Closed,False,0,0,2,True,Caller 3582,Opened by  24,9/5/2016 08:21,908,14/5/2016 09:07,Phone,Location 204,Category 35,Subcategory 28,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 08:25,14/5/2016 09:07,0.06666666666666667,35.0
112528,INC0027264,Closed,False,0,0,2,True,Caller 4757,Opened by  24,9/5/2016 08:22,908,14/5/2016 09:07,Phone,Location 108,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,9/5/2016 08:49,14/5/2016 09:07,0.45,26.0
112531,INC0027265,Closed,False,0,0,2,True,Caller 2768,Opened by  17,9/5/2016 08:24,908,14/5/2016 09:07,Phone,Location 143,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,9/5/2016 08:32,14/5/2016 09:07,0.13333333333333333,32.0
112534,INC0027267,Closed,False,0,0,2,True,Caller 3477,Opened by  24,9/5/2016 08:27,908,14/5/2016 09:07,Phone,Location 93,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 08:31,14/5/2016 09:07,0.06666666666666667,53.0
112538,INC0027270,Closed,False,0,0,3,True,Caller 3189,Opened by  17,9/5/2016 08:31,908,14/5/2016 09:07,Phone,Location 108,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,9/5/2016 09:00,14/5/2016 09:07,0.48333333333333334,32.0
112541,INC0027271,Closed,False,0,0,2,True,Caller 3658,Opened by  24,9/5/2016 08:31,908,14/5/2016 09:07,Phone,Location 161,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 08:39,14/5/2016 09:07,0.13333333333333333,26.0
112545,INC0027272,Closed,False,0,0,3,True,Caller 3285,Opened by  17,9/5/2016 08:32,908,14/5/2016 09:07,Phone,Location 46,Category 26,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,9/5/2016 09:03,14/5/2016 09:07,0.5166666666666667,26.0
112563,INC0027273,Closed,False,8,0,21,False,Caller 4642,Opened by  17,9/5/2016 08:33,908,29/5/2016 16:07,Phone,Location 161,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,code 6,Resolved by 62,24/5/2016 16:00,29/5/2016 16:07,367.45,61.0
112567,INC0027274,Closed,False,0,0,3,True,Caller 2499,Opened by  62,9/5/2016 08:33,908,14/5/2016 09:07,Phone,Location 161,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 32,9/5/2016 08:48,14/5/2016 09:07,0.25,9.0
112573,INC0027275,Closed,False,1,0,5,True,Caller 420,Opened by  24,9/5/2016 08:37,908,14/5/2016 15:07,Phone,Location 204,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 227,False,True,Do Not Notify,code 3,Resolved by 206,9/5/2016 14:55,14/5/2016 15:07,6.3,23.0
112576,INC0027277,Closed,False,0,0,2,True,Caller 3173,Opened by  17,9/5/2016 08:37,908,14/5/2016 09:07,Phone,Location 46,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,9/5/2016 08:44,14/5/2016 09:07,0.11666666666666667,42.0
112581,INC0027279,Closed,False,1,0,4,True,Caller 616,Opened by  17,9/5/2016 08:39,908,14/5/2016 12:07,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,False,True,Do Not Notify,code 7,Resolved by 120,9/5/2016 11:53,14/5/2016 12:07,3.2333333333333334,42.0
112585,INC0027280,Closed,False,0,0,3,True,Caller 1352,Opened by  131,9/5/2016 08:40,908,14/5/2016 10:07,Phone,Location 143,Category 24,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,code 6,Resolved by 215,9/5/2016 09:38,14/5/2016 10:07,0.9666666666666667,24.0
112588,INC0027281,Closed,False,0,0,2,True,Caller 48,Opened by  17,9/5/2016 08:40,908,14/5/2016 09:07,Phone,Location 161,Category 37,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,9/5/2016 08:55,14/5/2016 09:07,0.25,37.0
112591,INC0027282,Closed,False,0,0,2,True,Caller 3049,Opened by  24,9/5/2016 08:41,908,14/5/2016 09:07,Phone,Location 161,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 09:04,14/5/2016 09:07,0.38333333333333336,26.0
112594,INC0027286,Closed,False,0,0,2,True,Caller 4299,Opened by  17,9/5/2016 08:45,908,14/5/2016 10:07,Phone,Location 204,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,9/5/2016 09:36,14/5/2016 10:07,0.85,26.0
112597,INC0027287,Closed,False,0,0,2,True,Caller 4509,Opened by  24,9/5/2016 08:45,908,14/5/2016 09:07,Phone,Location 143,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 08:48,14/5/2016 09:07,0.05,26.0
112603,INC0027288,Closed,False,0,0,8,False,Caller 4905,Opened by  501,9/5/2016 08:45,908,24/5/2016 09:10,Phone,Location 204,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 224,False,True,Do Not Notify,code 6,Resolved by 203,19/5/2016 09:07,24/5/2016 09:10,240.36666666666667,28.0
112606,INC0027290,Closed,False,0,0,2,True,Caller 5610,Opened by  131,9/5/2016 08:47,908,14/5/2016 09:07,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,True,Do Not Notify,code 7,Resolved by 66,9/5/2016 08:56,14/5/2016 09:07,0.15,42.0
112611,INC0027292,Closed,False,1,0,30,False,Caller 1105,Opened by  24,9/5/2016 08:49,908,31/7/2016 12:07,Phone,Location 33,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 71,False,True,Do Not Notify,code 6,Resolved by 64,26/7/2016 12:03,31/7/2016 12:07,1875.2333333333333,42.0
112618,INC0027293,Closed,False,2,0,6,True,Caller 607,Opened by  501,9/5/2016 08:50,908,14/5/2016 12:07,Phone,Location 71,Category 61,Subcategory 36,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,False,True,Do Not Notify,code 6,Resolved by 62,9/5/2016 11:25,14/5/2016 12:07,2.5833333333333335,61.0
112626,INC0027294,Closed,False,2,0,7,False,Caller 1473,Opened by  24,9/5/2016 08:52,908,14/5/2016 18:07,Phone,Location 143,Category 8,Subcategory 174,1 - High,2 - Medium,2 - High,Group 53,Resolver 121,False,True,Do Not Notify,code 6,Resolved by 109,9/5/2016 17:47,14/5/2016 18:07,8.916666666666666,8.0
112632,INC0027295,Closed,False,1,0,5,True,Caller 3756,Opened by  17,9/5/2016 08:52,908,15/5/2016 11:07,Phone,Location 108,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 183,False,True,Do Not Notify,code 6,Resolved by 166,10/5/2016 10:29,15/5/2016 11:07,25.616666666666667,46.0
112637,INC0027296,Closed,False,0,0,7,True,Caller 5559,Opened by  17,9/5/2016 08:53,908,14/5/2016 15:07,Phone,Location 111,Category 32,Subcategory 300,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 14:31,14/5/2016 15:07,5.633333333333334,32.0
112641,INC0027297,Closed,False,0,0,3,True,Caller 4808,Opened by  17,9/5/2016 08:53,908,14/5/2016 10:07,Phone,Location 161,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,False,True,Do Not Notify,code 5,Resolved by 227,9/5/2016 09:46,14/5/2016 10:07,0.8833333333333333,53.0
112644,INC0027298,Closed,False,0,0,2,True,Caller 4381,Opened by  17,9/5/2016 08:53,908,14/5/2016 09:10,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,9/5/2016 09:08,14/5/2016 09:10,0.25,42.0
112649,INC0027301,Closed,False,1,0,4,True,Caller 1105,Opened by  24,9/5/2016 08:56,908,14/5/2016 12:07,Phone,Location 33,Category 42,Subcategory 31,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,9/5/2016 11:53,14/5/2016 12:07,2.95,42.0
112653,INC0027302,Closed,False,0,0,3,True,Caller 5085,Opened by  62,9/5/2016 08:56,908,14/5/2016 10:07,Phone,Location 55,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,False,True,Do Not Notify,code 7,Resolved by 32,9/5/2016 09:40,14/5/2016 10:07,0.7333333333333333,20.0
112658,INC0027303,Closed,False,0,0,4,True,Caller 4420,Opened by  17,9/5/2016 08:57,908,14/5/2016 15:07,Phone,Location 55,Category 9,Subcategory 202,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,9/5/2016 14:20,14/5/2016 15:07,5.383333333333334,9.0
112662,INC0027304,Closed,False,1,0,3,True,Caller 1531,Opened by  142,9/5/2016 08:59,908,15/5/2016 11:07,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 99,False,True,Do Not Notify,code 6,Resolved by 177,10/5/2016 10:51,15/5/2016 11:07,25.866666666666667,42.0
112668,INC0027305,Closed,False,2,0,5,False,Caller 4682,Opened by  131,9/5/2016 08:59,908,8/6/2016 17:07,Phone,Location 204,Category 53,Subcategory 303,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 6,Resolved by 15,3/6/2016 16:30,8/6/2016 17:07,607.5166666666667,53.0
112681,INC0027307,Closed,False,0,0,15,False,Caller 42,Opened by  17,9/5/2016 09:00,908,23/5/2016 12:07,Phone,Location 204,Category 9,Subcategory 202,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,code 6,Resolved by 126,18/5/2016 11:23,23/5/2016 12:07,218.38333333333333,9.0
112684,INC0027309,Closed,False,0,0,2,True,Caller 3162,Opened by  17,9/5/2016 09:02,908,14/5/2016 10:07,Phone,Location 96,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 9,Resolved by 11,9/5/2016 09:16,14/5/2016 10:07,0.23333333333333334,42.0
112687,INC0027310,Closed,False,0,0,2,True,Caller 1806,Opened by  24,9/5/2016 09:03,908,14/5/2016 09:07,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,True,Do Not Notify,code 7,Resolved by 15,9/5/2016 09:05,14/5/2016 09:07,0.03333333333333333,42.0
112691,INC0027311,Closed,False,0,0,3,True,Caller 2867,Opened by  17,9/5/2016 09:03,908,14/5/2016 10:07,Phone,Location 108,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,9/5/2016 09:33,14/5/2016 10:07,0.5,26.0
112694,INC0027312,Closed,False,0,0,2,True,Caller 944,Opened by  17,9/5/2016 09:03,908,14/5/2016 11:07,Phone,Location 204,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,False,True,Do Not Notify,code 6,Resolved by 126,9/5/2016 10:53,14/5/2016 11:07,1.8333333333333333,9.0
112698,INC0027313,Closed,False,1,0,3,True,Caller 4763,Opened by  24,9/5/2016 09:04,908,15/5/2016 14:07,Phone,Location 143,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,False,True,Do Not Notify,code 6,Resolved by 67,10/5/2016 14:00,15/5/2016 14:07,28.933333333333334,37.0
112702,INC0027314,Closed,False,0,0,3,True,Caller 5603,Opened by  17,9/5/2016 09:04,908,14/5/2016 10:07,Phone,Location 96,Category 20,Subcategory 103,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 7,Resolved by 11,9/5/2016 09:21,14/5/2016 10:07,0.2833333333333333,20.0
112705,INC0027315,Closed,False,0,0,2,True,Caller 885,Opened by  79,9/5/2016 09:04,908,14/5/2016 12:07,Phone,Location 51,Category 19,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 56,Resolver 167,False,True,Do Not Notify,code 6,Resolved by 150,9/5/2016 11:28,14/5/2016 12:07,2.4,19.0
112708,INC0027316,Closed,False,0,0,2,True,Caller 2011,Opened by  17,9/5/2016 09:06,908,14/5/2016 10:07,Phone,Location 161,Category 37,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,True,Do Not Notify,code 6,Resolved by 11,9/5/2016 09:12,14/5/2016 10:07,0.1,37.0
112715,INC0027317,Closed,False,1,0,10,False,Caller 1542,Opened by  24,9/5/2016 09:07,908,28/5/2016 10:07,Phone,Location 143,Category 23,Subcategory 75,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,False,True,Do Not Notify,code 9,Resolved by 215,23/5/2016 09:39,28/5/2016 10:07,336.53333333333336,23.0
